ID,Date,Temperature,Humidity,Wind_speed,Visibility,Dew.point.temperature
1044,2018-01-13,-4.8,70,1,1244,-9.4
1045,2018-01-13,-3.7,66,1.1,1140,-9.1
1046,2018-01-13,-2.5,62,1.4,1087,-8.7
1047,2018-01-13,-1.8,62,0.7,936,-8.1
1048,2018-01-13,-1.5,62,0.9,957,-7.8
1049,2018-01-13,-1.2,63,0.9,876,-7.3
1050,2018-01-13,-1.4,68,1,761,-6.5
1051,2018-01-13,-2.6,73,1,684,-6.7
1052,2018-01-13,-3.3,76,0.8,633,-6.9
1053,2018-01-13,-3.9,78,1.1,596,-7.1
1054,2018-01-13,-4.1,79,0.7,522,-7.2
1055,2018-01-13,-4.3,81,0.4,435,-7
1056,2018-01-13,-4.4,81,0.7,420,-7.1
1057,2018-01-14,-4.4,81,0.7,414,NA
1058,2018-01-14,-3.7,79,0.9,438,-6.8
1059,2018-01-14,-3.5,78,1,444,-6.7
1060,2018-01-14,-3.6,78,1.6,471,-6.8
1061,2018-01-14,-4,79,1.2,453,-7.1
1062,2018-01-14,-4.2,79,1.2,442,-7.3
1063,2018-01-14,-4.3,79,1.1,433,-7.4
1064,2018-01-14,-4.4,80,1.4,411,-7.3
1065,2018-01-14,-3.8,79,0.8,412,-6.9
1066,2018-01-14,-3.4,77,1.6,432,-6.8
1067,2018-01-14,-2.1,72,1.7,489,-6.4
1068,2018-01-14,-0.5,64,0.7,537,-6.4
1069,2018-01-14,NA,58,0.8,550,-6.1
1070,2018-01-14,3,52,1.4,568,-5.9
1071,2018-01-14,3.7,53,0.6,592,-5
1072,2018-01-14,4.6,50,0.9,824,-4.9
1073,2018-01-14,5.3,49,1.8,982,-4.5
1074,2018-01-14,4.5,51,1.1,1244,-4.7
1075,2018-01-14,4.1,53,1.3,1132,-4.6
1076,2018-01-14,3.9,54,1.1,1102,-4.5
1077,2018-01-14,3.5,55,1,1100,-4.7
1078,2018-01-14,3.1,58,0.4,936,-4.3
1079,2018-01-14,2.8,60,0.6,829,-4.2
1080,2018-01-14,2.7,60,0.6,794,-4.3
1081,2018-01-15,3,60,0.5,842,-4
1082,2018-01-15,3,62,0.9,835,-3.5
1083,2018-01-15,3.6,65,0.9,959,-2.3
1084,2018-01-15,4.4,70,1.7,928,-0.6
1085,2018-01-15,4.9,73,1.8,881,0.4
1086,2018-01-15,5,76,1.9,808,1.1
1087,2018-01-15,4.9,83,3,582,2.2
1088,2018-01-15,4.4,87,1,357,2.4
1089,2018-01-15,4.1,85,1.1,470,NA
1090,2018-01-15,3.9,86,1.7,399,1.7
1091,2018-01-15,4.2,82,2.2,560,1.3
1092,2018-01-15,4.7,75,2.3,533,0.6
1093,2018-01-15,6.2,64,1.9,549,-0.1
1094,2018-01-15,6.1,61,2.3,534,-0.8
1095,2018-01-15,7.1,52,2.1,646,-2.1
1096,2018-01-15,7.4,38,1.7,817,-6
1097,2018-01-15,7.5,37,0.9,813,-6.2
1098,2018-01-15,6.5,40,0.8,804,-6.1
1099,2018-01-15,5.2,44,1.3,647,-6
1100,2018-01-15,4.4,53,1.2,538,-4.3
1101,2018-01-15,NA,58,1.3,474,-3.8
1102,2018-01-15,3.4,59,0.8,471,-3.8
1103,2018-01-15,3,61,1.6,460,-3.8
1104,2018-01-15,2.4,63,0.6,443,-3.9
1105,2018-01-16,1.8,67,1.2,387,-3.6
1106,2018-01-16,1.2,64,0.7,455,-4.8
1107,2018-01-16,0.5,72,0.7,385,-3.9
1108,2018-01-16,0.3,70,0.6,438,-4.5
1109,2018-01-16,0.8,65,0.7,502,-5
1110,2018-01-16,1.1,64,0.5,505,-4.9
1111,2018-01-16,1.2,69,0.6,436,-3.8
1112,2018-01-16,1.1,69,0.6,418,-3.9
1113,2018-01-16,1.2,68,0.6,411,-4
1114,2018-01-16,1.9,65,0.8,402,-3.9
1115,2018-01-16,2.7,NA,0.5,392,-4.3
1116,2018-01-16,3.9,57,0.8,363,-3.8
1117,2018-01-16,5.2,52,1.2,349,-3.8
1118,2018-01-16,5.8,47,0.8,382,-4.6
1119,2018-01-16,6.5,43,0.8,468,-5.2
1120,2018-01-16,6.3,40,0.3,498,-6.3
1121,2018-01-16,5.8,50,0.9,547,-3.8
1122,2018-01-16,5.2,58,0.8,462,-2.4
1123,2018-01-16,4.9,59,1.4,427,-2.4
1124,2018-01-16,4.6,57,1,432,NA
1125,2018-01-16,4.5,58,0.8,383,-3
1126,2018-01-16,4.3,56,0.7,434,-3.7
1127,2018-01-16,4,57,0.3,430,-3.7
1128,2018-01-16,3.9,60,0.9,379,-3.1
1129,2018-01-17,NA,NA,0.4,382,-3.1
1130,2018-01-17,3.3,64,0.4,339,-2.8
1131,2018-01-17,3.1,65,0.8,310,-2.8
1132,2018-01-17,3,67,0.8,297,-2.5
1133,2018-01-17,3,68,0.5,322,-2.3
1134,2018-01-17,2.9,66,0.8,325,-2.8
1135,2018-01-17,2.7,71,1.1,270,-2
1136,2018-01-17,2.5,71,0.9,289,-2.2
1137,2018-01-17,2.6,70,0.6,296,-2.3
1138,2018-01-17,3,66,0.7,306,-2.7
1139,2018-01-17,4.3,58,0.5,401,-3.2
1140,2018-01-17,6,51,1,436,-3.3
1141,2018-01-17,8.1,51,1.4,367,-1.4
1142,2018-01-17,8,54,1.8,435,-0.7
1143,2018-01-17,7.7,54,2.6,313,-1
1144,2018-01-17,8.5,49,1.3,400,-1.6
1145,2018-01-17,8.3,54,1.2,330,-0.4
1146,2018-01-17,7.2,57,3.3,342,-0.7
1147,2018-01-17,5.2,62,2.9,503,-1.5
1148,2018-01-17,NA,68,2.4,446,-1.1
1149,2018-01-17,3.5,72,1.7,361,-1
1150,2018-01-17,3.1,74,1.1,333,-1
1151,2018-01-17,2.8,74,0.5,309,-1.3
1152,2018-01-17,2.7,74,0.8,291,-1.4
1153,2018-01-18,2.7,73,1,290,-1.6
1154,2018-01-18,3.2,72,1.9,306,-1.3
1155,2018-01-18,3.3,73,1.2,288,-1
1156,2018-01-18,3.6,74,1.7,273,-0.6
1157,2018-01-18,3.3,80,2.1,232,0.1
1158,2018-01-18,2.6,82,2,229,-0.1
1159,2018-01-18,2.2,82,2,211,-0.5
1160,2018-01-18,1.5,86,1.1,189,-0.5
1161,2018-01-18,1.1,86,1.2,197,-0.9
1162,2018-01-18,1.2,84,2.1,210,-1.2
1163,2018-01-18,1.4,81,2.1,255,-1.5
1164,2018-01-18,1.8,75,1.8,301,-2.1
1165,2018-01-18,2.5,72,2.4,256,-2
1166,2018-01-18,3.5,54,3.2,463,-4.9
1167,2018-01-18,4.4,42,2.3,719,-7.4
1168,2018-01-18,4.2,36,2.3,957,-9.5
1169,2018-01-18,3.6,42,2.4,883,-8.1
1170,2018-01-18,2.8,46,2.1,858,-7.6
1171,2018-01-18,2,39,2.1,1259,-10.5
1172,2018-01-18,1.5,NA,1,1210,-10.3
1173,2018-01-18,1.1,44,1.2,1171,-9.8
1174,2018-01-18,0.8,45,1.5,1184,-9.8
1175,2018-01-18,0.7,45,2,1084,-9.9
1176,2018-01-18,0.6,47,2.3,1046,-9.4
1177,2018-01-19,0.3,45,1.8,1154,NA
1178,2018-01-19,0,43,1.7,1250,-11.1
1179,2018-01-19,-0.3,44,1.7,1295,-11.1
1180,2018-01-19,-0.6,43,1.7,1316,-11.6
1181,2018-01-19,-0.7,45,1.4,1241,-11.1
1182,2018-01-19,-1.4,47,1.4,1301,-11.2
1183,2018-01-19,-1.8,49,1.4,1359,-11.1
1184,2018-01-19,-2,49,1.9,1281,-11.3
1185,2018-01-19,-2.5,50,1,1281,-11.5
1186,2018-01-19,-2.1,42,1.3,1519,-13.3
1187,2018-01-19,0,29,1.3,1592,-15.9
1188,2018-01-19,2.2,20,0.6,1794,-18.5
1189,2018-01-19,4.3,28,1.5,1858,-12.6
1190,2018-01-19,4.7,26,2.6,NA,-13.2
1191,2018-01-19,4.7,24,3.6,1552,-14.2
1192,2018-01-19,5.4,25,2.4,1686,-13.1
1193,2018-01-19,4.9,27,2.8,1648,-12.5
1194,2018-01-19,4.1,34,3.1,1810,-10.3
1195,2018-01-19,2.9,45,1.6,1629,-7.8
1196,2018-01-19,2,48,1.8,1519,-7.8
1197,2018-01-19,1.2,51,0.6,1544,-7.8
1198,2018-01-19,0.5,52,0.8,1595,-8.2
1199,2018-01-19,0,56,0.8,1544,-7.7
1200,2018-01-19,-0.5,59,0.9,1487,-7.5
1201,2018-01-20,-0.6,60,0.6,1433,-7.4
1202,2018-01-20,-0.9,64,0.4,1273,-6.8
1203,2018-01-20,-0.9,65,0.6,1369,-6.6
1204,2018-01-20,-0.9,65,0.2,1359,-6.6
1205,2018-01-20,-0.7,65,0.6,1226,-6.4
1206,2018-01-20,-0.3,62,0.6,862,-6.7
1207,2018-01-20,-0.1,60,0.4,1080,-6.9
1208,2018-01-20,0.2,60,0.3,1145,-6.6
1209,2018-01-20,0.3,63,0.4,1140,-5.9
1210,2018-01-20,0.9,63,0.9,1090,-5.3
1211,2018-01-20,2.1,60,1.2,1005,-4.8
1212,2018-01-20,3.7,59,1.8,978,-3.5
1213,2018-01-20,5.3,55,2.6,904,-3
1214,2018-01-20,6.3,55,3,792,-2
1215,2018-01-20,5.9,61,3.2,623,-1
1216,2018-01-20,6.3,55,3,355,-2
1217,2018-01-20,6.6,42,3,355,-5.4
1218,2018-01-20,NA,53,1.8,276,-3.1
1219,2018-01-20,4.6,55,3.2,232,-3.6
1220,2018-01-20,3.5,66,1.7,187,-2.2
1221,2018-01-20,2.9,66,1.2,173,-2.8
1222,2018-01-20,NA,48,2.8,346,-7.7
1223,2018-01-20,1.5,48,2.4,422,-8.3
1224,2018-01-20,0.8,53,1.7,382,-7.7
1225,2018-01-21,-0.3,60,1.9,340,-7.1
1226,2018-01-21,-0.8,58,0.4,400,-8
1227,2018-01-21,-1.5,63,1,380,-7.6
1228,2018-01-21,-2,60,0.5,474,-8.7
1229,2018-01-21,-2.3,47,0.7,984,-12.1
1230,2018-01-21,-2.6,49,1.1,1065,-11.8
1231,2018-01-21,-3.1,54,1.4,1037,-11.1
1232,2018-01-21,-3.2,54,1.2,1113,-11.2
1233,2018-01-21,-3.6,53,0.5,1227,-11.8
1234,2018-01-21,-3.2,46,0.8,1091,-13.2
1235,2018-01-21,-1.3,37,0.8,1070,-14.1
1236,2018-01-21,1.9,25,1,1493,-16.1
1237,2018-01-21,3.9,30,1.6,1085,-12.1
1238,2018-01-21,4.9,22,2,1446,-15
1239,2018-01-21,5.4,18,1.2,1923,-17
1240,2018-01-21,5.4,20,2.2,1890,-15.8
1241,2018-01-21,4.7,17,2.1,2000,-18.3
1242,2018-01-21,NA,20,1.3,2000,-17.1
1243,2018-01-21,2.5,24,2,2000,-16
1244,2018-01-21,1.3,25,1.3,2000,-16.6
1245,2018-01-21,0.3,27,0.4,2000,-16.5
1246,2018-01-21,-0.1,29,0.5,2000,-16
1247,2018-01-21,-0.3,32,0.7,2000,-15
1248,2018-01-21,-0.4,32,0.6,2000,-15.1
1249,2018-01-22,-0.2,30,0.4,2000,-15.7
1250,2018-01-22,-0.2,32,0.7,2000,-14.9
1251,2018-01-22,-0.2,33,1.4,2000,-14.5
1252,2018-01-22,-0.3,31,0.3,2000,-15.4
1253,2018-01-22,0,32,0.4,2000,-14.7
1254,2018-01-22,0,32,0.7,2000,-14.7
1255,2018-01-22,0,33,0.4,2000,-14.3
1256,2018-01-22,-0.4,34,1,1989,-14.3
1257,2018-01-22,-0.7,32,0.5,1991,-15.3
1258,2018-01-22,0.1,33,0.8,1901,-14.3
1259,2018-01-22,1.1,31,0.7,1898,-14.1
1260,2018-01-22,2.4,27,0.9,1796,-14.7
1261,2018-01-22,3.9,28,0.9,1383,-12.9
1262,2018-01-22,3.9,33,0.6,1249,-10.9
1263,2018-01-22,3.3,73,0.4,744,-1
1264,2018-01-22,3.6,69,1.8,655,-1.5
1265,2018-01-22,2,NA,1.9,140,0
1266,2018-01-22,1.3,93,1.2,81,0.2
1267,2018-01-22,1.1,96,3,187,0.5
1268,2018-01-22,-0.1,88,3.2,582,-1.8
1269,2018-01-22,-0.8,85,2.9,836,-3
1270,2018-01-22,-1.8,85,2.9,590,-3.9
1271,2018-01-22,-3.2,81,3.9,492,-6
1272,2018-01-22,-4.2,79,2.9,554,-7.3
1273,2018-01-23,-5.3,77,3.8,894,-8.7
1274,2018-01-23,-6,76,3.1,1178,-9.5
1275,2018-01-23,-7.5,65,3.9,2000,-12.9
1276,2018-01-23,-8.6,68,3.3,2000,-13.4
1277,2018-01-23,-9.5,49,4.3,2000,-18.2
1278,2018-01-23,-10.5,46,3,2000,-19.9
1279,2018-01-23,-11.5,47,3.2,2000,-20.5
1280,2018-01-23,-12.5,41,4.5,2000,-23
1281,2018-01-23,-13,41,4,2000,-23.5
1282,2018-01-23,-13.3,36,3.5,2000,-25.2
1283,2018-01-23,-12.1,34,3.5,1968,-24.8
1284,2018-01-23,-11.7,27,4,1935,-26.9
1285,2018-01-23,-11.3,27,3.7,1955,-26.6
1286,2018-01-23,-11,27,4,1959,-26.3
1287,2018-01-23,-10.4,30,4.3,2000,-24.6
1288,2018-01-23,-9.7,32,3.6,2000,-23.3
1289,2018-01-23,-10.1,34,4.3,2000,-23
1290,2018-01-23,-10.6,38,3.5,2000,-22.2
1291,2018-01-23,-11.5,43,2.4,2000,-21.6
1292,2018-01-23,-12,47,3.2,2000,-21
1293,2018-01-23,-12.5,52,3,2000,-20.3
1294,2018-01-23,-13.2,49,4.1,2000,-21.6
1295,2018-01-23,-13.9,45,4,2000,-23.2
1296,2018-01-23,-14.3,38,4,2000,-25.5
1297,2018-01-24,-14.6,34,3.9,2000,-27
1298,2018-01-24,-15,31,2.5,2000,-28.3
1299,2018-01-24,-15.2,32,3.1,2000,-28.2
1300,2018-01-24,-15.2,30,3.4,2000,-28.9
1301,2018-01-24,NA,30,2.5,2000,-29.1
1302,2018-01-24,-15.6,29,3.7,2000,-29.6
1303,2018-01-24,-15.7,29,2.5,2000,-29.7
1304,2018-01-24,-15.9,30,3,2000,-29.5
1305,2018-01-24,-16.2,30,1.6,2000,-29.8
1306,2018-01-24,-15.8,27,3.4,2000,-30.5
1307,2018-01-24,-14.5,24,4.6,1902,-30.6
1308,2018-01-24,-13.1,25,3.8,1964,-29
1309,2018-01-24,-12.2,26,4,2000,-27.8
1310,2018-01-24,-12,25,6,1887,-28
1311,2018-01-24,-11.1,26,3.8,1980,-26.8
1312,2018-01-24,-10.8,29,3.8,2000,-25.4
1313,2018-01-24,-11.2,30,4.7,2000,-25.3
1314,2018-01-24,-11.8,26,3.5,2000,-27.4
1315,2018-01-24,-13,29,3.4,2000,-27.3
1316,2018-01-24,-13.8,32,2.2,2000,-26.9
1317,2018-01-24,-14.3,37,1.3,2000,-25.8
1318,2018-01-24,-14.7,40,3.2,1933,-25.3
1319,2018-01-24,-15.2,45,4,2000,-24.4
1320,2018-01-24,-15.7,43,3.6,2000,-25.4
1321,2018-01-25,-15.9,43,3.8,2000,-25.6
1322,2018-01-25,-16.1,42,2.2,2000,-26
1323,2018-01-25,-16,42,1.3,2000,-25.9
1324,2018-01-25,-16,40,1.9,2000,-26.5
1325,2018-01-25,-15.9,37,2.4,1985,-27.2
1326,2018-01-25,-15.8,37,2.7,NA,-27.1
1327,2018-01-25,-16.1,33,3,2000,-28.7
1328,2018-01-25,NA,33,2.2,2000,-28.7
1329,2018-01-25,-16.4,32,3.3,2000,-29.2
1330,2018-01-25,-16.2,33,2.9,2000,-28.7
1331,2018-01-25,-15.3,33,2.4,2000,-27.9
1332,2018-01-25,-13.8,25,3.5,1996,-29.6
1333,2018-01-25,-12.8,25,3.2,1981,-28.7
1334,2018-01-25,-11.4,27,3.9,2000,-26.7
1335,2018-01-25,-10.4,25,2.3,1981,-26.7
1336,2018-01-25,-9.7,28,3.7,2000,-24.8
1337,2018-01-25,-9.6,31,2.6,1973,-23.6
1338,2018-01-25,-10.9,32,4,2000,-24.4
1339,2018-01-25,-11.8,33,4,2000,-24.8
1340,2018-01-25,-12.7,33,3.7,2000,-25.6
1341,2018-01-25,-13.5,33,2.4,2000,-26.3
1342,2018-01-25,-14.1,35,2.2,2000,-26.2
1343,2018-01-25,-14.6,35,2.5,2000,-26.7
1344,2018-01-25,-14.9,35,2.8,2000,-26.9
1345,2018-01-26,-15.1,34,1.7,2000,-27.4
1346,2018-01-26,-15.3,34,1.7,2000,-27.6
1347,2018-01-26,-15.6,33,2.2,2000,-28.2
1348,2018-01-26,-15.9,34,2.9,2000,-28.2
1349,2018-01-26,-16.4,36,1.5,2000,-28
1350,2018-01-26,-16.9,38,2.3,2000,-27.9
1351,2018-01-26,-17.4,40,1.6,2000,-27.7
1352,2018-01-26,-17.5,38,3.4,2000,-28.4
1353,2018-01-26,-17.8,40,2.5,2000,-28.1
1354,2018-01-26,-17.5,37,NA,1941,-28.7
1355,2018-01-26,-16.5,33,3.4,1703,-29
1356,2018-01-26,-15.6,31,3.3,1808,-28.9
1357,2018-01-26,-14.4,30,2.7,1906,-28.2
1358,2018-01-26,-13.3,28,2.7,1889,-27.9
1359,2018-01-26,-12.1,27,2.5,1879,-27.3
1360,2018-01-26,NA,27,3.3,1805,-26.7
1361,2018-01-26,-10.8,28,2.7,1778,-25.8
1362,2018-01-26,-11.5,31,3.3,1745,-25.2
1363,2018-01-26,-12.7,33,2.5,1835,-25.6
1364,2018-01-26,-13.2,33,2.4,1863,-26.1
1365,2018-01-26,-13.7,35,1.7,1878,-25.9
1366,2018-01-26,-14.1,36,1.8,1869,-25.9
1367,2018-01-26,-14.6,40,1.8,1746,-25.2
1368,2018-01-26,-14.4,38,2.7,1738,-25.6
1369,2018-01-27,-15,42,1.2,1766,-25
1370,2018-01-27,-15.1,43,0.8,1905,-24.9
1371,2018-01-27,-15.3,43,0.6,1867,-25
1372,2018-01-27,-15.3,43,0.8,1963,-25
1373,2018-01-27,-15.3,47,0.8,1868,-24
1374,2018-01-27,-15.4,45,0.8,2000,-24.6
1375,2018-01-27,-15.3,47,0.7,1921,-24
1376,2018-01-27,-15.7,53,1.3,1629,-23.1
1377,2018-01-27,-15.9,58,0.9,1369,-22.2
1378,2018-01-27,-15.1,49,1.1,1401,-23.4
1379,2018-01-27,-12.3,35,0.6,1497,-24.6
1380,2018-01-27,-9.6,33,1.1,1748,-22.9
1381,2018-01-27,-7.7,32,2.5,1763,-21.5
1382,2018-01-27,-6.6,27,2.1,1889,-22.5
1383,2018-01-27,-4.1,25,2,1730,-21.2
1384,2018-01-27,-3.7,26,2.2,1739,-20.4
1385,2018-01-27,-3.7,25,2.6,1839,-20.9
1386,2018-01-27,-4.6,26,1.9,2000,-21.2
1387,2018-01-27,-6.6,31,3,1988,-20.9
1388,2018-01-27,-7.1,33,2,1887,-20.6
1389,2018-01-27,-7.6,36,1.7,1858,-20.1
1390,2018-01-27,-7.9,35,2.6,1878,-20.7
1391,2018-01-27,-7.8,43,2.3,1804,-18.2
1392,2018-01-27,-7.6,42,1.2,1760,-18.3
1393,2018-01-28,-7.5,36,2.3,1972,-20
1394,2018-01-28,-7.5,45,2.4,1853,-17.4
1395,2018-01-28,-7.8,51,1.9,1627,-16.1
1396,2018-01-28,-7.7,49,1.8,1573,-16.5
1397,2018-01-28,-7.6,37,1.6,1966,-19.8
1398,2018-01-28,-7.5,33,1.5,2000,-21
1399,2018-01-28,-7.8,35,1.9,2000,-20.6
1400,2018-01-28,-8,39,1.9,2000,-19.5
1401,2018-01-28,-8.1,43,1.7,1943,NA
1402,2018-01-28,-7.8,41,1.8,1923,-18.7
1403,2018-01-28,-5.9,35,1.9,1940,-18.9
1404,2018-01-28,-4.6,27,2.6,1887,-20.8
1405,2018-01-28,-3.5,26,2.5,1756,-20.2
1406,2018-01-28,-2.4,22,2.5,1866,-21.2
1407,2018-01-28,-1.5,20,3,1992,-21.6
1408,2018-01-28,-1.9,23,4.3,2000,-20.3
1409,2018-01-28,-2.1,27,4,2000,-18.6
1410,2018-01-28,-3.8,32,5.2,2000,-18.1
1411,2018-01-28,-4.9,35,3.7,2000,-18
1412,2018-01-28,-6,31,3.6,2000,-20.4
1413,2018-01-28,-7,30,2.8,2000,-21.6
1414,2018-01-28,-7.3,34,3.5,2000,-20.5
1415,2018-01-28,-7.9,40,2.5,1997,-19.1
1416,2018-01-28,-8.7,42,2.1,1981,-19.3
1417,2018-01-29,-9.3,45,0.7,1976,-19
1418,2018-01-29,-9.8,47,1.3,1934,-19
1419,2018-01-29,-10.2,47,0.9,1808,-19.3
1420,2018-01-29,-9.8,43,2.8,1963,-20
1421,2018-01-29,-9.9,45,2.5,1967,-19.6
1422,2018-01-29,-10.4,47,1,1921,-19.5
1423,2018-01-29,-10.9,43,1,1967,-21
1424,2018-01-29,-11.1,37,1.6,2000,-22.9
1425,2018-01-29,-11.5,38,1,1998,-23
1426,2018-01-29,-10.8,34,2.9,1975,-23.6
1427,2018-01-29,-9.5,28,3.7,1893,-24.6
1428,2018-01-29,-8.1,24,3.6,1761,-25.1
1429,2018-01-29,-7.3,23,3.8,1903,-24.9
1430,2018-01-29,-6.9,23,4.6,1963,-24.6
1431,2018-01-29,-5.7,23,4.5,1956,-23.5
1432,2018-01-29,-5.2,27,4.5,1927,-21.3
1433,2018-01-29,-5.5,28,4.3,1926,-21.1
1434,2018-01-29,-5.7,30,3.6,1978,-20.5
1435,2018-01-29,-6.6,34,2.5,2000,-19.8
1436,2018-01-29,-7.1,40,3.2,2000,-18.4
1437,2018-01-29,-7.4,41,3.8,2000,-18.4
1438,2018-01-29,-7.7,42,2.9,1905,-18.4
1439,2018-01-29,-8.8,40,3,1985,-19.9
1440,2018-01-29,-9.4,41,1.6,2000,-20.2
1441,2018-01-30,-10,34,1.1,2000,-22.9
1442,2018-01-30,-10.4,37,0.3,2000,-22.3
1443,2018-01-30,-10.6,40,1,2000,-21.6
1444,2018-01-30,-10.7,42,1.4,2000,-21.1
1445,2018-01-30,-11.1,50,1.2,1986,-19.4
1446,2018-01-30,-11.3,53,1.6,1979,-19
1447,2018-01-30,-11.2,53,0.9,2000,-18.9
1448,2018-01-30,-11.3,57,0.9,1984,-18.1
1449,2018-01-30,-11.1,61,0.7,1963,-17.1
1450,2018-01-30,-9.9,49,0.8,1624,-18.6
1451,2018-01-30,-7.5,42,0.9,1705,-18.2
1452,2018-01-30,-4.5,29,1.3,1912,-19.8
1453,2018-01-30,-3.2,32,2.7,1900,-17.5
1454,2018-01-30,-1.3,35,2,1893,-14.8
1455,2018-01-30,-1.1,46,2.1,1437,-11.2
1456,2018-01-30,-1.6,55,2.5,1891,-9.4
1457,2018-01-30,-2.2,76,1.7,233,-5.8
1458,2018-01-30,-2.4,85,0.3,174,-4.5
1459,2018-01-30,-2.3,91,0.4,NA,-3.5
1460,2018-01-30,-1.7,91,1.1,167,-2.9
1461,2018-01-30,-1.5,91,1.7,270,-2.7
1462,2018-01-30,-1.6,91,1.3,508,-2.8
1463,2018-01-30,-1.7,85,1.2,1006,-3.8
1464,2018-01-30,-1.7,83,1,1093,-4.2
1465,2018-01-31,-1.7,83,0.8,1113,-4.2
1466,2018-01-31,-1.6,81,1.1,1141,-4.4
1467,2018-01-31,-1.6,80,1.4,1097,-4.6
1468,2018-01-31,-2.2,83,1,977,-4.7
1469,2018-01-31,-2.4,82,1.5,877,-5
1470,2018-01-31,-2.8,83,0.6,946,-5.2
1471,2018-01-31,-3.1,80,0.7,1215,-6
1472,2018-01-31,-3.5,83,1.6,953,-5.9
1473,2018-01-31,-3.6,83,1.7,915,-6
1474,2018-01-31,-3.3,77,1.2,916,-6.7
1475,2018-01-31,-2.3,63,1.7,1286,-8.4
1476,2018-01-31,-1.5,46,2.5,1906,-11.6
1477,2018-01-31,-1,35,2.7,1921,-14.5
1478,2018-01-31,-0.8,39,2.6,1853,-13
1479,2018-01-31,-0.7,33,2.7,1984,-15
1480,2018-01-31,-0.5,30,2.3,1997,-15.9
1481,2018-01-31,-0.1,29,1.6,2000,-16
1482,2018-01-31,-0.9,34,2.8,2000,-14.8
1483,2018-01-31,-1.8,35,2.1,2000,-15.2
1484,2018-01-31,-2.2,36,2.2,2000,-15.2
1485,2018-01-31,-2.6,36,3.1,2000,-15.6
1486,2018-01-31,-3.4,40,0.9,2000,-15
1487,2018-01-31,-4.2,48,1,2000,-13.5
1488,2018-01-31,-4.7,53,1.3,2000,-12.8
1489,2018-02-01,-5.2,56,1.4,1996,-12.6
1490,2018-02-01,-5.4,54,1.7,1996,-13.2
1491,2018-02-01,-5.5,NA,2.1,1980,-13.5
1492,2018-02-01,-6.2,57,1.6,1874,-13.3
1493,2018-02-01,-7.1,56,1.8,1841,-14.4
1494,2018-02-01,-7.8,65,2.3,1737,-13.2
1495,2018-02-01,-8.1,59,0.7,1915,-14.7
1496,2018-02-01,-8.7,64,0.5,1972,-14.2
1497,2018-02-01,-8.6,59,1,1948,-15.1
1498,2018-02-01,-7.9,50,0.6,1805,-16.5
1499,2018-02-01,-5,41,0.5,1799,-16.2
1500,2018-02-01,-2.6,33,1.5,1830,-16.6
1501,2018-02-01,-1.1,31,1.3,1869,-16.1
1502,2018-02-01,0.3,28,3.1,1988,-16.1
1503,2018-02-01,0.8,23,3.2,2000,-18
1504,2018-02-01,0.7,25,3,1987,-17.1
1505,2018-02-01,1.1,26,2.1,1957,-16.3
1506,2018-02-01,0.3,26,2.4,1977,-17
1507,2018-02-01,-1,28,1.9,2000,-17.2
1508,2018-02-01,-1.8,32,1.5,2000,-16.3
1509,2018-02-01,-2.4,36,1,2000,-15.4
1510,2018-02-01,-3.2,47,1.8,1917,-12.9
1511,2018-02-01,-3.9,52,1.2,1871,-12.3
1512,2018-02-01,-4.5,55,0.4,1908,-12.1
1513,2018-02-02,-4.9,56,1.1,1982,-12.3
1514,2018-02-02,-5.2,56,0.9,1973,-12.6
1515,2018-02-02,-5.7,59,0.3,1951,-12.4
1516,2018-02-02,-6.3,63,0.9,1425,-12.2
1517,2018-02-02,-6.7,65,1.1,1705,-12.1
1518,2018-02-02,-6.8,61,0.2,1724,-13
1519,2018-02-02,-7,62,1.3,1830,-13
1520,2018-02-02,-7.4,62,1.5,1909,-13.4
1521,2018-02-02,-7.4,58,2.2,1882,-14.2
1522,2018-02-02,-6.5,54,1.2,1541,-14.2
1523,2018-02-02,-4.1,43,1.2,1187,-14.8
1524,2018-02-02,-1.4,37,1,1317,-14.2
1525,2018-02-02,0.9,37,1.5,1283,NA
1526,2018-02-02,1.6,29,2.2,1662,-14.5
1527,2018-02-02,3.2,26,2.2,1499,-14.5
1528,2018-02-02,3.6,26,2.4,1687,-14.1
1529,2018-02-02,2.9,26,3,1968,-14.7
1530,2018-02-02,NA,25,2.3,1998,-16
1531,2018-02-02,0.5,37,3,1733,-12.5
1532,2018-02-02,-0.5,43,2.5,1666,-11.5
1533,2018-02-02,-1.3,51,2.4,1481,-10.1
1534,2018-02-02,-2,61,1.7,1655,-8.5
1535,2018-02-02,-2.4,63,1.3,1523,-8.4
1536,2018-02-02,-2.6,69,2,1434,-7.5
1537,2018-02-03,-2.5,69,2.2,1366,-7.4
1538,2018-02-03,-2.3,71,3.2,1078,-6.8
1539,2018-02-03,-3.4,82,4.2,184,-6
1540,2018-02-03,-4.4,80,4.3,346,-7.3
1541,2018-02-03,-5.6,74,4,387,-9.5
1542,2018-02-03,-6.3,65,3.9,1521,-11.8
1543,2018-02-03,-7.8,57,4.8,1867,-14.8
1544,2018-02-03,-8.8,58,4,1942,-15.5
1545,2018-02-03,-9.5,56,3.5,1979,-16.6
1546,2018-02-03,-9.4,47,3.3,1995,-18.6
1547,2018-02-03,-8.5,43,4,1797,-18.8
1548,2018-02-03,-7.7,41,4.6,1984,-18.7
1549,2018-02-03,-6,38,3.4,1930,-18
