ID,Date,Hour,Temperature,Humidity,Wind_speed,Visibility,Dew.point.temperature,Solar_Radiation,Rainfall,Snowfall
780,2018-01-02,11,-0.4,40,2.3,1633,-12.3,0.66,0,0
781,2018-01-02,12,0.9,29,1.9,1761,-15.1,0.88,0,0
782,2018-01-02,13,1.5,23,3.6,1970,-17.4,0.95,0,0
783,2018-01-02,14,1.7,20,4.4,1995,-18.9,0.91,0,0
784,2018-01-02,15,1.5,22,3,1998,-17.9,0.76,0,0
785,2018-01-02,16,NA,23,2.9,2000,-17.6,0.51,0,0
786,2018-01-02,17,0.3,27,2.6,2000,-16.5,0.18,0,0
787,2018-01-02,18,-0.8,24,2.3,2000,-18.9,0.01,0,0
788,2018-01-02,19,-1.3,28,2.4,2000,-17.5,0,0,0
789,2018-01-02,20,-1.9,26,2.2,2000,-18.9,0,0,0
790,2018-01-02,21,-2.6,28,2,2000,-18.6,0,0,0
791,2018-01-02,22,-3.4,33,2.4,2000,-17.4,0,0,0
792,2018-01-02,23,-3.8,35,2.3,2000,-17,0,0,0
793,2018-01-03,0,-4.3,38,1.4,2000,-16.5,0,0,0
794,2018-01-03,1,-5,42,1.2,1993,-15.9,0,0,0
795,2018-01-03,2,-5.5,43,2,2000,-16.1,0,0,0
796,2018-01-03,3,-6.1,45,1.3,1999,-16.1,0,0,0
797,2018-01-03,4,-6.1,NA,2.3,2000,-16.1,0,0,0
798,2018-01-03,5,-6.4,47,2.4,1981,-15.8,0,0,0
799,2018-01-03,6,-6.7,48,2.4,1991,-15.9,0,0,0
800,2018-01-03,7,-6.9,48,2.4,1974,-16,0,0,0
801,2018-01-03,8,-7,49,1.5,1971,-15.9,0,0,0
802,2018-01-03,9,-6.8,44,1.7,1858,-17,0.16,0,0
803,2018-01-03,10,-5.6,38,2.9,1752,-17.6,0.55,0,0
804,2018-01-03,11,-4.5,36,3.2,1736,-17.3,0.77,0,0
805,2018-01-03,12,-3.4,32,3.1,1706,-17.7,1.02,0,0
806,2018-01-03,13,-2.2,31,2.3,1910,-17,1.13,0,0
807,2018-01-03,14,-1.5,30,2.8,1903,-16.8,1.1,0,0
808,2018-01-03,15,-1.1,29,2.8,1976,-16.9,0.96,0,0
809,2018-01-03,16,-0.4,30,2,2000,-15.9,0.62,0,0
810,2018-01-03,17,-1.9,35,1.8,2000,-15.3,0.25,0,0
811,2018-01-03,18,-3.1,39,2.1,2000,-15.1,0,0,0
812,2018-01-03,19,-3.7,41,2,2000,-15,0,0,0
813,2018-01-03,20,-3.9,44,2.5,2000,-14.3,0,0,0
814,2018-01-03,21,-4.3,47,2.8,1997,-13.9,0,0,0
815,2018-01-03,22,-5.2,53,1.3,1969,-13.3,NA,0,0
816,2018-01-03,23,-5.9,54,0.8,1968,-13.7,0,0,0
817,2018-01-04,0,-6.3,54,1.4,1990,-14.1,0,0,0
818,2018-01-04,1,NA,56,2.3,1994,-14.2,0,0,0
819,2018-01-04,2,-7.3,57,2,1978,-14.3,0,0,0
820,2018-01-04,3,-7.4,54,1.7,1968,-15.1,0,0,0
821,2018-01-04,4,-7.5,55,1.3,1984,-15,0,0,0
822,2018-01-04,5,-7.6,49,1.3,2000,NA,0,0,0
823,2018-01-04,6,-7.6,47,2.3,2000,-16.9,0,0,NA
824,2018-01-04,7,-8.1,51,0.5,1987,-16.4,0,0,0
825,2018-01-04,8,-8.6,55,0.6,1984,-16,0,0,0
826,2018-01-04,9,-7.9,48,1.2,1926,-17,0.14,0,0
827,2018-01-04,10,-6.4,43,1,1872,-16.9,0.43,NA,0
828,2018-01-04,11,-4.4,40,0.8,1671,-16,0.69,0,0
829,2018-01-04,12,-2.9,33,0.9,1813,-16.9,0.92,0,0
830,2018-01-04,13,-2,32,1,1864,-16.5,0.91,0,0
831,2018-01-04,14,-0.8,32,1.4,1846,-15.4,0.78,0,0
832,2018-01-04,15,-1.2,31,0.8,1732,-16.2,0.47,0,0
833,2018-01-04,16,-1.4,34,1.8,1719,-15.2,0.3,0,0
834,2018-01-04,17,-2.1,37,1.4,1591,-14.8,0.09,0,0
835,2018-01-04,18,-2.6,38,1.4,1604,-14.9,0,0,0
836,2018-01-04,19,-2.7,39,1.4,1616,-14.7,0,0,0
837,2018-01-04,20,-2.8,39,1.7,1702,-14.8,0,0,0
838,2018-01-04,21,-3.1,41,2,1742,-14.5,0,0,0
839,2018-01-04,22,-3.6,46,1.3,1689,-13.5,0,0,0
840,2018-01-04,23,-4,48,1.5,1536,-13.4,0,0,0
841,2018-01-05,0,-4.7,52,1.8,1611,-13,0,0,0
842,2018-01-05,1,-5.1,51,1.5,1550,-13.6,0,0,0
843,2018-01-05,2,-5.3,52,1.6,1481,-13.6,0,0,0
844,2018-01-05,3,-5.5,56,1.1,1453,-12.9,0,0,0
845,2018-01-05,4,-5.1,55,1.7,1266,-12.7,0,0,0
846,2018-01-05,5,-5.1,55,1.5,1452,-12.7,0,0,0
847,2018-01-05,6,-5.1,54,1.3,1346,-12.9,0,0,0
848,2018-01-05,7,-5.3,53,1.1,1300,-13.4,0,0,0
849,2018-01-05,8,-5.3,51,1,1319,-13.8,0,0,0
850,2018-01-05,9,-4.7,49,1.2,1550,-13.8,0.12,0,0
851,2018-01-05,10,-3.3,50,1.3,1407,-12.2,0.4,0,0
852,2018-01-05,11,-0.7,45,1.5,1429,-11.1,0.76,0,0
853,2018-01-05,12,-0.3,45,2.2,1066,-10.8,1.01,0,0
854,2018-01-05,13,0.9,43,2,1112,-10.2,NA,0,0
855,2018-01-05,14,1.4,41,2,1003,-10.4,0.99,0,0
856,2018-01-05,15,1.5,34,2.8,1776,-12.6,0.84,0,0
857,2018-01-05,16,1,34,2.9,2000,-13.1,0.61,0,0
858,2018-01-05,17,NA,45,3.3,1827,-11,0.24,0,0
859,2018-01-05,18,-1.8,44,2.2,1709,-12.4,0.01,0,0
860,2018-01-05,19,-2.5,49,0.6,1436,-11.7,NA,0,0
861,2018-01-05,20,-3.4,51,1.1,1391,-12.1,0,0,0
862,2018-01-05,21,-3.5,53,0.9,1353,-11.7,0,0,0
863,2018-01-05,22,-3.8,53,1.3,1300,-12,0,0,0
864,2018-01-05,23,-3.6,50,1.9,1284,-12.5,0,0,0
865,2018-01-06,0,-4.3,52,1.6,1247,-12.7,0,0,0
866,2018-01-06,1,-4.8,54,1.2,1219,-12.7,0,0,0
867,2018-01-06,2,NA,56,1.4,1285,-12.9,0,0,0
868,2018-01-06,3,-5.6,56,1,1367,-13,0,0,0
869,2018-01-06,4,-5.9,61,1.1,1260,-12.2,0,0,0
870,2018-01-06,5,-6.1,64,1,1231,-11.8,0,0,0
871,2018-01-06,6,-6.5,67,0.7,1175,-11.6,0,0,0
872,2018-01-06,7,-6.6,65,1,1320,-12,0,0,0
873,2018-01-06,8,-6.5,62,1.1,1503,-12.5,0,0,0
874,2018-01-06,9,-5.8,49,1.4,1728,-14.8,0.16,0,0
875,2018-01-06,10,-3.5,39,2,1946,-15.4,0.54,0,0
876,2018-01-06,11,-1.6,35,2.1,1812,-15.1,0.87,0,0
877,2018-01-06,12,0,35,2.3,1672,-13.6,1.07,0,0
878,2018-01-06,13,NA,28,2.4,1895,-15.6,1.18,0,0
879,2018-01-06,14,1.8,29,2,1693,-14.3,1.14,0,0
880,2018-01-06,15,2.3,27,2.2,1877,-14.8,0.92,0,0
881,2018-01-06,16,2.7,27,2.2,1811,-14.4,0.64,0,0
882,2018-01-06,17,1.1,31,1.7,1989,-14.1,0.26,0,0
883,2018-01-06,18,-0.6,37,1.6,1797,-13.5,0.01,0,0
884,2018-01-06,19,-1.2,37,1.2,1663,-14,0,0,0
885,2018-01-06,20,-2.1,41,1.1,1578,-13.6,0,0,0
886,2018-01-06,21,-2.5,47,0.8,1495,-12.2,0,0,0
887,2018-01-06,22,-2.6,47,1.6,1492,-12.3,0,0,0
888,2018-01-06,23,-3.2,50,0.8,1429,-12.1,0,0,0
889,2018-01-07,0,-3.8,48,0.7,1574,-13.2,0,0,0
890,2018-01-07,1,-3.9,51,0.2,1535,-12.5,0,0,0
891,2018-01-07,2,-4.4,53,0.3,1594,-12.5,0,0,0
892,2018-01-07,3,-4.8,56,0.6,1505,-12.2,0,0,0
893,2018-01-07,4,-5.1,60,0.7,1377,-11.6,0,0,0
894,2018-01-07,5,-5.6,58,0.7,1350,-12.5,0,0,0
895,2018-01-07,6,-5.5,52,0.7,1503,-13.8,0,0,0
896,2018-01-07,7,-5.6,58,0.9,1368,-12.5,0,0,0
897,2018-01-07,8,-5.3,53,1.1,1411,-13.4,0,0,0
898,2018-01-07,9,-3.8,49,1.6,1371,-12.9,0.18,0,0
899,2018-01-07,10,-1.8,40,1.8,1555,-13.6,0.48,0,0
900,2018-01-07,11,0.5,35,1.4,1558,-13.2,0.75,0,0
901,2018-01-07,12,1.1,34,0.9,1455,-13,0.6,0,0
902,2018-01-07,13,1.4,34,0.8,1394,-12.7,0.5,0,0
903,2018-01-07,14,1.9,32,0.7,1368,-13,0.41,0,0
904,2018-01-07,15,2.7,31,0.9,1603,-12.7,0.43,0,0
905,2018-01-07,16,2.6,32,1,1381,-12.4,0.27,0,0
906,2018-01-07,17,2.3,33,0.2,1515,-12.3,0.13,0,0
907,2018-01-07,18,1.8,34,1.2,1518,-12.4,0,0,0
908,2018-01-07,19,1.6,35,1,1419,-12.2,0,NA,0
909,2018-01-07,20,1.3,38,0.4,1386,-11.4,0,0,0
910,2018-01-07,21,1.2,39,0.6,1378,-11.2,0,0,0
911,2018-01-07,22,1.1,40,0.5,1305,-11,0,0,0
912,2018-01-07,23,1.1,39,0.6,1422,-11.3,0,0,0
913,2018-01-08,0,0.9,42,1.1,1271,-10.5,0,0,0
914,2018-01-08,1,0.9,42,0.2,1333,-10.5,0,0,0
915,2018-01-08,2,0.8,42,0.5,1275,-10.6,0,0,0
916,2018-01-08,3,0.9,43,0.4,1261,-10.2,0,0,0
917,2018-01-08,4,1,43,0.8,1253,-10.2,0,0,0
918,2018-01-08,5,0.8,42,1,1394,-10.6,0,0,0
919,2018-01-08,6,0.8,45,0.7,1268,-9.8,NA,0,0
920,2018-01-08,7,0.7,44,0.8,1357,-10.1,0,0,0
921,2018-01-08,8,0.7,45,0.7,1339,-9.9,0,0,0
922,2018-01-08,9,0.8,47,0.9,1070,-9.2,0.05,0,0
923,2018-01-08,10,1.3,43,0.8,971,-9.9,0.16,0,0
924,2018-01-08,11,1.7,37,0.6,1062,-11.4,0.23,0,0
925,2018-01-08,12,2.7,33,2.7,1281,-12,0.6,0,0
926,2018-01-08,13,3,32,1.6,1518,-12.1,0.38,0,0
927,2018-01-08,14,3.4,31,1.4,1267,-12.1,0.36,0,0
928,2018-01-08,15,3.9,33,1.8,1293,-10.9,0.39,0,0
929,2018-01-08,16,3.5,36,1.7,1702,-10.2,0.16,0,0
930,2018-01-08,17,2.7,50,2.8,1957,-6.7,0.06,0,0
931,2018-01-08,18,1.5,70,2.5,638,-3.3,0,0,0
932,2018-01-08,19,0.9,88,1.6,290,-0.8,0,0,0.5
933,2018-01-08,20,1,89,1.9,407,-0.6,0,0,1
934,2018-01-08,21,0.7,NA,6.7,692,-2.8,0,0.9,1
935,2018-01-08,22,0.1,68,4.6,740,-5.1,0,0,1
936,2018-01-08,23,-0.6,62,4.2,936,-6.9,0,0,1
937,2018-01-09,0,-1.2,67,4.6,983,-6.5,0,0,1
938,2018-01-09,1,-1.9,69,5,791,-6.8,0,0,1
939,2018-01-09,2,-2.9,66,3.3,1515,-8.3,0,0,1
940,2018-01-09,3,-3.4,67,3.2,1420,-8.6,0,0,0.9
941,2018-01-09,4,-4.3,59,4.4,1451,-11.1,0,0,0.9
942,2018-01-09,5,-5.1,48,3.2,1821,-14.4,0,0,0.9
943,2018-01-09,6,-5.6,52,3.7,1785,-13.9,0,0,0.9
944,2018-01-09,7,-5.9,57,3.1,1686,-13,0,0,0.8
945,2018-01-09,8,-6,64,3.2,1384,-11.7,0,0,0.7
946,2018-01-09,9,-6,61,2.5,1547,-12.3,0.13,0,0.6
947,2018-01-09,10,-4.8,57,3,1559,-12,0.47,0,0.5
948,2018-01-09,11,-3.9,51,4.5,1746,-12.5,0.73,0,0.5
949,2018-01-09,12,-2.7,45,2.4,1707,-13,1.05,0,0.4
950,2018-01-09,13,-2.6,45,4,1663,-12.9,1.11,0,0.3
951,2018-01-09,14,-1.8,45,3.7,1922,-12.1,1.06,0,0.2
952,2018-01-09,15,-2.4,51,4.6,1458,-11.1,0.46,0,0
953,2018-01-09,16,-2.4,56,3.3,1541,-9.9,0.35,0,0
954,2018-01-09,17,-2.9,66,3.6,743,-8.3,0.23,0,0
955,2018-01-09,18,-3.8,58,1.7,1996,-10.8,0.01,0,0
956,2018-01-09,19,-4.5,57,0.6,2000,-11.7,0,0,0
957,2018-01-09,20,-4.9,59,0.6,1992,-11.6,0,0,0
958,2018-01-09,21,-4.8,59,0.9,2000,-11.6,0,0,0
959,2018-01-09,22,-4.2,67,1.6,503,-9.4,NA,0,0
960,2018-01-09,23,-4.9,80,0.7,690,-7.8,0,0,0.2
961,2018-01-10,0,-5.2,82,0.8,152,-7.7,0,0.5,0.5
962,2018-01-10,1,-5.6,75,1.7,1982,-9.3,0,0,0.8
963,2018-01-10,2,-5.7,72,1.2,1925,-9.9,0,0,0.8
964,2018-01-10,3,-6.1,70,1.1,2000,-10.6,0,0.3,0.8
965,2018-01-10,4,-6.6,72,2.2,2000,-10.8,0,0,0.8
966,2018-01-10,5,-7.3,NA,1.6,2000,-10.9,0,0,0.8
967,2018-01-10,6,-7.7,74,1.1,2000,-11.5,0,0,0.8
968,2018-01-10,7,-8,70,1.8,2000,-12.5,0,0,0.7
969,2018-01-10,8,-7.9,67,2.6,1896,-12.9,0,0,0.7
970,2018-01-10,9,-7.7,62,3.6,1637,-13.7,0.13,0,0.7
971,2018-01-10,10,-6.9,53,3.2,1576,-14.8,0.52,0,0.6
972,2018-01-10,11,-6.4,49,4.5,1759,-15.3,0.86,0,0.5
973,2018-01-10,12,-5.6,44,4.5,1830,-15.9,1.1,0,0.5
974,2018-01-10,13,-5.1,43,4.7,1901,-15.7,1.18,0,0.4
975,2018-01-10,14,-5.3,37,5.3,2000,-17.7,1.05,0,0.3
976,2018-01-10,15,-5.3,33,4.8,2000,-19,0.99,0,0.3
977,2018-01-10,16,-5.4,30,3.9,2000,-20.2,0.69,0,0.2
978,2018-01-10,17,-6.5,34,4,2000,-19.8,0.31,0,0
979,2018-01-10,18,-7.8,32,4.5,2000,-21.6,0.02,0,0
980,2018-01-10,19,-8.5,35,2.9,2000,-21.2,0,0,0
981,2018-01-10,20,-8.9,41,2.3,2000,-19.7,0,0,0
982,2018-01-10,21,-9.4,47,2,2000,-18.6,0,0,0
983,2018-01-10,22,-9.7,51,2.8,2000,-17.9,0,0,0
984,2018-01-10,23,-10.2,53,3.3,1997,-17.9,0,0,0
985,2018-01-11,0,-10.3,54,2.4,1988,-17.8,0,0,0
986,2018-01-11,1,-10.6,55,2.9,1987,-17.9,0,0,0
987,2018-01-11,2,-10.9,57,2.7,1900,-17.7,0,0,0
988,2018-01-11,3,-11.2,59,2.9,1872,-17.6,0,0,0
989,2018-01-11,4,-11.5,57,2.3,1899,-18.3,0,0,0
990,2018-01-11,5,-11.9,61,1.8,1759,-17.9,0,0,0
991,2018-01-11,6,-12,61,2.3,1709,-18,0,0,0
992,2018-01-11,7,-12.3,59,2.3,1738,-18.6,0,0,0
993,2018-01-11,8,-12.6,61,1.6,1610,-18.5,0,0,0
994,2018-01-11,9,-12,53,2.6,1781,-19.6,0.16,0,0
995,2018-01-11,10,-11.1,46,3.7,1638,-20.4,0.48,0,0
996,2018-01-11,11,-10.2,41,3.5,1629,-20.9,0.84,0,0
997,2018-01-11,12,-8.6,40,2.6,1700,-19.8,1.11,0,0
998,2018-01-11,13,-8.6,41,3.4,1593,-19.5,1.2,0,0
999,2018-01-11,14,-7.4,38,3.3,1718,-19.3,1.15,0,0
1000,2018-01-11,15,-8.3,42,3.8,1745,-18.9,0.93,0,0
1001,2018-01-11,16,-8.2,39,2.8,1807,-19.7,0.63,0,0
1002,2018-01-11,17,-9.3,43,2.8,1900,-19.6,0.28,0,0
1003,2018-01-11,18,-10.4,43,2.3,1985,-20.6,0.02,0,0
1004,2018-01-11,19,-10.9,44,3,2000,-20.7,0,0,0
1005,2018-01-11,20,-11.6,49,1.8,1953,-20.1,0,0,0
1006,2018-01-11,21,-12.4,51,2.2,1992,-20.4,0,0,0
1007,2018-01-11,22,-12.9,52,2.8,2000,-20.7,0,0,0
1008,2018-01-11,23,-13.2,51,1.5,1972,-21.2,0,0,0
1009,2018-01-12,0,-13.6,49,1.6,2000,-22,0,0,0
1010,2018-01-12,1,-13.7,47,3,2000,-22.6,0,0,0
1011,2018-01-12,2,-13.8,43,2.6,2000,-23.7,0,0,0
1012,2018-01-12,3,-14.1,45,1.8,2000,-23.4,0,0,0
1013,2018-01-12,4,-14.3,45,2,2000,-23.6,0,0,0
1014,2018-01-12,5,-14.6,45,1.1,2000,-23.9,0,0,0
1015,2018-01-12,6,-14.9,45,2.3,2000,-24.2,0,0,0
1016,2018-01-12,7,-15.1,45,0.9,2000,-24.4,0,0,0
1017,2018-01-12,8,-15.1,44,1.2,2000,-24.6,0,0,0
1018,2018-01-12,9,-14.9,40,1.2,NA,-25.5,0.16,0,0
1019,2018-01-12,10,-13,37,2.2,1960,-24.6,NA,0,0
1020,2018-01-12,11,-11.2,31,2.4,1944,-25,0.94,0,0
1021,2018-01-12,12,-9.6,27,2,1945,-25.1,1.17,0,0
1022,2018-01-12,13,-8.2,29,2,1920,-23.1,1.19,0,0
1023,2018-01-12,14,-7.2,28,2.3,1990,-22.6,1.14,0,0
1024,2018-01-12,15,-6.5,26,2.4,1987,-22.8,0.96,0,0
1025,2018-01-12,16,-5.8,21,1.1,2000,-24.6,0.66,0,0
1026,2018-01-12,17,-6.5,22,1.5,2000,-24.7,0.28,0,0
1027,2018-01-12,18,-7.5,28,2,2000,-22.9,0.02,0,0
1028,2018-01-12,19,-8.2,32,1.1,2000,-22,0,0,0
1029,2018-01-12,20,-7.9,31,1.4,2000,-22.1,0,0,0
1030,2018-01-12,21,-7.4,33,1.4,2000,-20.9,0,0,0
1031,2018-01-12,22,-6.9,39,1.6,2000,-18.5,0,NA,0
1032,2018-01-12,23,-6.7,36,1.3,1821,-19.3,0,0,0
1033,2018-01-13,0,-6.6,39,1.6,1930,-18.2,0,0,0
1034,2018-01-13,1,-6.5,45,0.5,1964,-16.4,0,0,0
1035,2018-01-13,2,-6.4,40,0.9,2000,-17.8,0,0,0
1036,2018-01-13,3,-6.5,42,0.7,1996,-17.3,0,0,0
1037,2018-01-13,4,-6.4,46,0.8,1993,-16.1,0,0,0
1038,2018-01-13,5,-6.3,51,0.8,2000,-14.8,0,0,0
1039,2018-01-13,6,-6.4,59,0.6,887,-13.1,0,0,0
1040,2018-01-13,7,-6.5,68,0.6,571,-11.4,0,0,0
1041,2018-01-13,8,-6.5,72,0.8,670,-10.7,0,0,0.2
1042,2018-01-13,9,-6.3,76,0.6,330,-9.8,0.05,0.2,0.4
1043,2018-01-13,10,-5.5,72,0.7,1354,-9.7,NA,0,0.6
1044,2018-01-13,11,-4.8,70,1,1244,-9.4,0.21,0,0.6
1045,2018-01-13,12,-3.7,66,1.1,1140,-9.1,0.45,0.2,0.4
1046,2018-01-13,13,-2.5,62,1.4,1087,-8.7,0.66,0,0
1047,2018-01-13,14,-1.8,62,0.7,936,-8.1,0.55,0,0
1048,2018-01-13,15,-1.5,62,0.9,957,-7.8,0.28,0,0
1049,2018-01-13,16,-1.2,63,0.9,876,-7.3,0.19,0,0
1050,2018-01-13,17,-1.4,68,1,761,-6.5,0.11,0,0
1051,2018-01-13,18,-2.6,73,1,684,-6.7,0.01,0,0
1052,2018-01-13,19,-3.3,76,0.8,633,-6.9,0,0,0
1053,2018-01-13,20,-3.9,78,1.1,596,-7.1,0,0,0
1054,2018-01-13,21,-4.1,79,0.7,522,-7.2,0,0,0
1055,2018-01-13,22,-4.3,81,0.4,435,-7,0,0,0
1056,2018-01-13,23,-4.4,81,0.7,420,-7.1,0,0,0
1057,2018-01-14,0,-4.4,81,0.7,414,NA,0,0,0
1058,2018-01-14,1,-3.7,79,0.9,438,-6.8,0,0,0
1059,2018-01-14,2,-3.5,78,1,444,-6.7,0,0,0
1060,2018-01-14,3,-3.6,78,1.6,471,-6.8,0,0,0
1061,2018-01-14,4,-4,79,1.2,453,-7.1,0,0,0
1062,2018-01-14,5,-4.2,79,1.2,442,-7.3,0,0,0
1063,2018-01-14,6,-4.3,79,1.1,433,-7.4,0,0,0
1064,2018-01-14,7,-4.4,80,1.4,411,-7.3,0,0,0
1065,2018-01-14,8,-3.8,79,0.8,412,-6.9,0,0,0
1066,2018-01-14,9,-3.4,77,1.6,432,-6.8,0.12,0,0
1067,2018-01-14,10,-2.1,72,1.7,489,-6.4,0.34,0,0
1068,2018-01-14,11,-0.5,64,0.7,537,-6.4,0.49,0,0
1069,2018-01-14,12,NA,58,0.8,550,-6.1,0.74,0,0
1070,2018-01-14,13,3,52,1.4,568,-5.9,0.9,0,0
1071,2018-01-14,14,3.7,53,0.6,592,-5,0.74,0,0
1072,2018-01-14,15,4.6,50,0.9,824,-4.9,0.62,0,0
1073,2018-01-14,16,5.3,49,1.8,982,-4.5,0.43,0,0
1074,2018-01-14,17,4.5,51,1.1,1244,-4.7,0.17,0,0
1075,2018-01-14,18,4.1,53,1.3,1132,-4.6,0,0,0
1076,2018-01-14,19,3.9,54,1.1,1102,-4.5,0,0,0
1077,2018-01-14,20,3.5,55,1,1100,-4.7,0,0,0
1078,2018-01-14,21,3.1,58,0.4,936,-4.3,0,0,0
1079,2018-01-14,22,2.8,60,0.6,829,-4.2,0,0,0
1080,2018-01-14,23,2.7,60,0.6,794,-4.3,0,0,0
1081,2018-01-15,0,3,60,0.5,842,-4,0,0,0
1082,2018-01-15,1,3,62,0.9,835,-3.5,0,0,0
1083,2018-01-15,2,3.6,65,0.9,959,-2.3,0,0,0
1084,2018-01-15,3,4.4,70,1.7,928,-0.6,0,0,0
1085,2018-01-15,4,4.9,73,1.8,881,0.4,0,0,0
1086,2018-01-15,5,5,76,1.9,808,1.1,0,0,0
1087,2018-01-15,6,4.9,83,3,582,2.2,0,0,0
1088,2018-01-15,7,4.4,87,1,357,2.4,0,0,0
1089,2018-01-15,8,4.1,85,1.1,470,NA,0,0,0
1090,2018-01-15,9,3.9,86,1.7,399,1.7,0.11,0.2,0
1091,2018-01-15,10,4.2,82,2.2,560,1.3,0.22,0,0
1092,2018-01-15,11,4.7,75,2.3,533,0.6,0.54,0,0
1093,2018-01-15,12,6.2,64,1.9,549,-0.1,0.79,0,0
1094,2018-01-15,13,6.1,61,2.3,534,-0.8,0.91,0,0
1095,2018-01-15,14,7.1,52,2.1,646,-2.1,0.76,0,0
1096,2018-01-15,15,7.4,38,1.7,817,-6,0.63,0,0
1097,2018-01-15,16,7.5,37,0.9,813,-6.2,0.48,0,0
1098,2018-01-15,17,6.5,40,0.8,804,-6.1,0.23,0,0
1099,2018-01-15,18,5.2,44,1.3,647,-6,0,0,0
1100,2018-01-15,19,4.4,53,1.2,538,-4.3,0,0,0
1101,2018-01-15,20,NA,58,1.3,474,-3.8,0,0,0
1102,2018-01-15,21,3.4,59,0.8,471,-3.8,0,0,0
1103,2018-01-15,22,3,61,1.6,460,-3.8,0,0,0
1104,2018-01-15,23,2.4,63,0.6,443,-3.9,NA,0,0
1105,2018-01-16,0,1.8,67,1.2,387,-3.6,0,0,0
1106,2018-01-16,1,1.2,64,0.7,455,-4.8,0,0,0
1107,2018-01-16,2,0.5,72,0.7,385,-3.9,0,0,0
1108,2018-01-16,3,0.3,70,0.6,438,-4.5,0,0,0
1109,2018-01-16,4,0.8,65,0.7,502,-5,0,0,0
1110,2018-01-16,5,1.1,64,0.5,505,-4.9,0,0,0
1111,2018-01-16,6,1.2,69,0.6,436,-3.8,0,0,0
1112,2018-01-16,7,1.1,69,0.6,418,-3.9,0,0,0
1113,2018-01-16,8,1.2,68,0.6,411,-4,0,0,0
1114,2018-01-16,9,1.9,65,0.8,402,-3.9,0.06,0,0
1115,2018-01-16,10,2.7,NA,0.5,392,-4.3,0.18,0,0
1116,2018-01-16,11,3.9,57,0.8,363,-3.8,0.28,0,0
1117,2018-01-16,12,5.2,52,1.2,349,-3.8,0.45,0,0
1118,2018-01-16,13,5.8,47,0.8,382,-4.6,0.53,0,0
1119,2018-01-16,14,6.5,43,0.8,468,-5.2,0.52,0,0
1120,2018-01-16,15,6.3,40,0.3,498,-6.3,0.19,0,0
1121,2018-01-16,16,5.8,50,0.9,547,-3.8,0.11,0,0
1122,2018-01-16,17,5.2,58,0.8,462,-2.4,0.08,0,0
1123,2018-01-16,18,4.9,59,1.4,427,-2.4,0,0,0
1124,2018-01-16,19,4.6,57,1,432,NA,0,0,0
1125,2018-01-16,20,4.5,58,0.8,383,-3,0,0,0
1126,2018-01-16,21,4.3,56,0.7,434,-3.7,0,0,0
1127,2018-01-16,22,4,57,0.3,430,-3.7,0,0,0
1128,2018-01-16,23,3.9,60,0.9,379,-3.1,0,0,0
1129,2018-01-17,0,NA,NA,0.4,382,-3.1,0,0,0
1130,2018-01-17,1,3.3,64,0.4,339,-2.8,0,0,0
1131,2018-01-17,2,3.1,65,0.8,310,-2.8,0,0,NA
1132,2018-01-17,3,3,67,0.8,297,-2.5,0,0,0
1133,2018-01-17,4,3,68,0.5,322,-2.3,0,0,0
1134,2018-01-17,5,2.9,66,0.8,325,-2.8,0,0,0
1135,2018-01-17,6,2.7,71,1.1,270,-2,0,0,0
1136,2018-01-17,7,2.5,71,0.9,289,-2.2,0,0,0
1137,2018-01-17,8,2.6,70,0.6,296,-2.3,0,0,0
1138,2018-01-17,9,3,66,0.7,306,-2.7,0.12,0,0
1139,2018-01-17,10,4.3,58,0.5,401,-3.2,0.23,0,0
1140,2018-01-17,11,6,51,1,436,-3.3,0.55,0,0
1141,2018-01-17,12,8.1,51,1.4,367,-1.4,0.75,0,0
1142,2018-01-17,13,8,54,1.8,435,-0.7,0.57,0,0
1143,2018-01-17,14,7.7,54,2.6,313,-1,0.58,0,0
1144,2018-01-17,15,8.5,49,1.3,400,-1.6,0.73,0,0
1145,2018-01-17,16,8.3,54,1.2,330,-0.4,0.44,0,0
1146,2018-01-17,17,7.2,57,3.3,342,-0.7,0.19,0,0
1147,2018-01-17,18,5.2,62,2.9,503,-1.5,0.01,0,0
1148,2018-01-17,19,NA,68,2.4,446,-1.1,0,0,0
1149,2018-01-17,20,3.5,72,1.7,361,-1,0,0,0
1150,2018-01-17,21,3.1,74,1.1,333,-1,0,0,0
1151,2018-01-17,22,2.8,74,0.5,309,-1.3,0,0,0
1152,2018-01-17,23,2.7,74,0.8,291,-1.4,0,0,0
1153,2018-01-18,0,2.7,73,1,290,-1.6,0,0,0
1154,2018-01-18,1,3.2,72,1.9,306,-1.3,0,0,0
1155,2018-01-18,2,3.3,73,1.2,288,-1,0,0,0
1156,2018-01-18,3,3.6,74,1.7,273,-0.6,0,0,0
1157,2018-01-18,4,3.3,80,2.1,232,0.1,0,0,0
1158,2018-01-18,5,2.6,82,2,229,-0.1,0,0,0
1159,2018-01-18,6,2.2,82,2,211,-0.5,0,0,0
1160,2018-01-18,7,1.5,86,1.1,189,-0.5,0,0,0
1161,2018-01-18,8,1.1,86,1.2,197,-0.9,0,0,0
1162,2018-01-18,9,1.2,84,2.1,210,-1.2,0.07,0,0
1163,2018-01-18,10,1.4,81,2.1,255,-1.5,0.21,0,0
1164,2018-01-18,11,1.8,75,1.8,301,-2.1,0.35,0,0
1165,2018-01-18,12,2.5,72,2.4,256,-2,0,0,0
